,SPX,MeanVar,MinVar,Equal,DRL
2015-01-31,,,,,
2015-02-28,,,,,
2015-03-31,,,,,
2015-04-30,,,,,
2015-05-31,,,,,
2015-06-30,,,,,
2015-07-31,,,,,
2015-08-31,,,,,
2015-09-30,,,,,
2015-10-31,,,,,
2015-11-30,,,,,
2015-12-31,0.01644243153292161,,,,
2016-01-31,-0.20878434327475856,,,,
2016-02-29,-0.8726404394469653,,,,
2016-03-31,0.06528396333649754,,,,
2016-04-30,-0.00019433440188775712,,,,
2016-05-31,0.055121974261206144,,,,
2016-06-30,0.30604203162533494,,,,
2016-07-31,0.5981821082000588,,,,
2016-08-31,1.4596835826684882,,,,
2016-09-30,1.8136030597005854,,,,
2016-10-31,0.3758086604986253,,,,
2016-11-30,1.1058086484865763,,,,
2016-12-31,4.405269919938662,,,,
2017-01-31,7.54860247526559,,,,
2017-02-28,9.44168907128672,,,,
2017-03-31,6.4009375891831155,,,,
2017-04-30,6.693733851886929,,,,
2017-05-31,6.52202925399554,,,,
2017-06-30,6.700811316101579,,,,
2017-07-31,6.300559633333309,,,,
2017-08-31,6.784059913365397,,,,
2017-09-30,391.37595186225724,,,,
2017-10-31,498.29815196124616,,,,
2017-11-30,482.6456882849283,,,,
2017-12-31,461.1421079931527,,,,
2018-01-31,559.5352934943114,,,,
2018-02-28,3.6362916040303883,,,,
2018-03-31,1.7770945934919962,,,,
2018-04-30,1.6787314782942104,,,,
2018-05-31,1.8335840389245153,,,,
2018-06-30,1.8340264430726618,,,,
2018-07-31,2.091382069194735,,,,
2018-08-31,2.5500819939119554,,,,
2018-09-30,2.318412011569395,,,,
2018-10-31,0.8444309792063929,,,,
2018-11-30,0.6971287199614336,,,,
2018-12-31,-0.38095435762553687,,,,
2019-01-31,-0.2198727105946817,,,,
2019-02-28,0.2716688312731469,0.5960731051065595,0.44106539179822424,0.4410653917982273,0.45545933649911247
2019-03-31,0.5923817538448104,0.473440818811009,0.38139313370471994,0.3813931337047245,0.3919134672726887
2019-04-30,0.8543037979941276,0.6206147272063469,0.5366779168801598,0.5366779168801632,0.5522224277012691
2019-05-31,0.22884917358803078,-0.03906750386840733,-0.13534396675513113,-0.13534396675512936,-0.16798348948092454
2019-06-30,0.6875488748005931,0.32816260968639677,0.20347131045326566,0.20347131045326763,0.24923003199914762
2019-07-31,0.5236922684094121,0.13454189532699998,0.058940277978939803,0.05894027797894169,0.14458349704525295
2019-08-31,0.17759870626471405,-0.24828293974139065,-0.2950749259818639,-0.29507492598186225,-0.3144168107001828
2019-09-30,0.41078189749733773,0.12446574913157331,-0.018564104585293856,-0.01856410458529099,-0.02070085212884808
2019-10-31,1.38962441467595,1.0805623361544063,0.8813632258078284,0.8813632258078303,0.7742339720280216
2019-11-30,2.1849810205314806,1.4115663252000132,1.3566474708337983,1.3566474708338008,1.1699990506446962
2019-12-31,4.014881673602507,3.055538120036814,3.1121091350920667,3.112109135092069,2.7333940473552296
2020-01-31,2.7939138351560606,1.560258970019984,1.3228479573416874,1.3228479573416898,1.2116020254566504
2020-02-29,0.8170163954447993,0.3794269357808726,-0.01350245875765348,-0.013502458757652512,-0.11055667747252369
2020-03-31,-0.36550879344798665,-0.5681115303048765,-0.6967575421526981,-0.6967575421526985,-0.7242437436677652
2020-04-30,0.07212092188078423,-0.13183608591757376,-0.28172870631676217,-0.2817287063167624,-0.2646883996025817
2020-05-31,0.6273895148231134,0.37874369270996144,0.20367884545113812,0.20367884545113776,0.18765503283986115
2020-06-30,0.374693948751093,0.25483876064597005,0.0870302151515721,0.08703021515157172,0.05561779101009497
2020-07-31,0.5845487739271048,0.38793213806597654,0.21167995158452044,0.21167995158452008,0.15462209940623267
2020-08-31,1.0253070963976763,0.9241366830086535,0.6407425024946789,0.6407425024946786,0.5966439495073741
2020-09-30,0.7432761678675414,0.5862031646588632,0.38796142628596614,0.38796015007990975,0.316678804939612
2020-10-31,0.5028010137364669,0.5435759638330794,0.33658858870094255,0.33658732924380963,0.29459791363636995
2020-11-30,0.8702747029873068,1.0855486242833294,0.7875224049436051,0.7875273798345135,0.73455141462021
2020-12-31,0.9189244061020038,1.100583148394097,0.880640949135834,0.8806465715185368,0.8658747023886314
2021-01-31,1.383377132040061,1.5874298007007703,1.365258762451629,1.3652661321525736,1.3603125827283935
2021-02-28,4.304750282624312,10.29590817049627,13.684764317306986,13.68465086040961,12.511273696401968
2021-03-31,6.850894873125191,16.0793208806686,22.03894680995069,22.038734342259264,20.217362269923616
2021-04-30,5.7200571366748525,13.332112285846025,18.694703529088635,18.694530696176987,16.849047610382275
2021-05-31,5.115342839680863,12.597189548972459,17.764973971626148,17.764812157537843,16.338946022968205
2021-06-30,5.173475360492176,11.921205674501662,16.964308477725407,16.964156152839276,15.520997010243304
2021-07-31,4.681847764746352,11.06808391871333,15.71461716654952,15.714479652559373,14.479857516832832
2021-08-31,9.652031929396815,,6745.369293766001,6745.3933174968,
2021-09-30,5.438183173106204,11.077794510777299,12.736275965934134,12.736332643847218,13.235218570843033
2021-10-31,7.473316959554017,12.385516411571311,14.122778691416936,14.122835223811935,14.668951050281512
2021-11-30,5.0372991659453135,6.75507189514648,8.21380838805738,8.2138107551404,8.718213748308782
2021-12-31,5.173762647061154,7.112666609565461,8.177052889824095,8.1770528898241,8.724314152841128
2022-01-31,3.8920308478723444,3.930876652120698,4.205945263658189,4.205945263658193,5.177795467322349
2022-02-28,1.788788504832156,2.879049366069308,3.027830340660846,3.02783034066085,3.7796700405170456
2022-03-31,1.7077967339127742,2.3463398430297486,2.662999439852203,2.662999439852192,3.327001092438206
2022-04-30,0.0012306310293157643,-0.01917240646782361,0.17192237772896043,0.17192237772896002,0.4099299426689946
2022-05-31,-0.039598914126105174,-0.17729932269867474,-0.20453794905875886,-0.20453794905875863,0.023200747070282572
2022-06-30,-0.5413634428378666,-0.7138324373077097,-0.7376811918248569,-0.7376811918248565,-0.6766027229334445
2022-07-31,-0.20912882348811676,-0.2941905510727636,-0.22938970465272235,-0.22938970465272235,-0.16246395447305614
2022-08-31,-0.556244181953393,-0.5591314368140972,-0.48993193722343414,-0.4899319372234336,-0.4406076670310339
2022-09-30,-0.6471350798226325,-0.7344161156088085,-0.6953976354132338,-0.6953976354132331,-0.6661363122357984
2022-10-31,-0.6038577919809703,-0.5302678662170466,-0.4641219119497797,-0.4641219119497792,-0.3889113615010329
2022-11-30,-0.3532005571016674,-0.05553413065283725,-0.002047910420963805,-0.0020479104209633198,0.05712050414413
2022-12-31,-0.9114164932727794,-0.49127588716414755,-0.5234019856001959,-0.5234019856001965,-0.48904545158719187
2023-01-31,-0.3631484986886318,0.10427692250670846,0.19910448100143457,0.19910448100143405,0.21006671730111848
2023-02-28,-0.3379835598979956,-0.07110192970550072,0.0053619333867809425,0.005361933386780437,0.03458928491837
2023-03-31,-0.5383684905971186,-0.4828692704474358,-0.39144665414691404,-0.3914466541469136,-0.3408304719586716
2023-04-30,0.23735257763760292,-0.14253319957414534,0.05109178138971328,0.051091781389714055,0.08975646372862137
2023-05-31,0.256476512428186,-0.4131541006074879,-0.20646312646566184,-0.2064631264656603,-0.17710911852671304
