,SPX,MeanVar,MinVar,Equal,DRL
2015-12-31,,,,,
2016-12-31,,,,,
2017-12-31,0.0,,,,
2018-12-31,-0.06237259849620791,,,,
2019-12-31,-0.06237259849620791,,,,
2020-12-31,0.0,0.0,0.0,0.0,0.0
2021-12-31,0.0,0.0,0.0,0.0,0.0
2022-12-31,-0.1944282720342927,-0.13279823192186935,-0.13689699032531955,-0.13689699032531932,-0.12873611822934428
2023-12-31,-0.1944282720342927,-0.13279823192186935,-0.13689699032531955,-0.13689699032531955,-0.12873611822934428
2024-12-31,0.0,0.0,0.0,0.0,0.0
2025-12-31,0.0,0.0,0.0,0.0,0.0
