,SPX,MeanVar,MinVar,Equal,DRL
2015-12-31,,,,,
2016-12-31,,,,,
2017-12-31,-0.0032994726266988503,,,,
2018-12-31,0.046600315979303406,,,,
2019-12-31,0.036715373123298894,,,,
2020-12-31,0.039876415590880857,0.03352617877740402,0.06674054230705116,0.06674038093469896,0.05194081948158693
2021-12-31,-0.17322304616272752,-0.26286990761171275,-0.21771535776599937,-0.21771681011715752,-0.2041836681110559
2022-12-31,0.15872652177515725,0.09375607130498803,0.10241790666109131,0.1024177452887404,0.09610514949328165
2023-12-31,0.15075494403323364,0.10514129665294653,0.10883304194157822,0.10883304194157825,0.09914460490370919
2024-12-31,0.15167644248743978,0.10514129665294653,0.11034894739848584,0.11034894739848582,0.10237173771278944
2025-12-31,-0.07278309150709876,-0.048061425015100745,-0.03825372480226571,-0.03825372480226573,-0.0513677666919537
