,equity
2018-12-31,0.9203353595614276
2019-12-31,1.1630043795605718
2020-12-31,1.3927833057456658
2021-12-31,1.8750876844030646
2022-12-31,1.6336961745733642
2023-12-31,1.9068158918919274
2024-12-31,2.164060013280262
2025-12-31,2.2551356763816948
