,SPX,MeanVar,MinVar,Equal,DRL
2022-12-31,-0.20854404049026343,-0.22529803129099446,-0.21987077100367203,-0.21987077100367203,-0.2158630687348081
2023-01-31,-0.20854404049026354,-0.22529803129099457,-0.2198707710036718,-0.2198707710036718,-0.2158630687348081
2023-02-28,-0.20854404049026343,-0.22529803129099435,-0.2198707710036718,-0.2198707710036718,-0.2158630687348082
2023-03-31,-0.13226281671104423,-0.1598326306351917,-0.15394674524618657,-0.15394674524618646,-0.15309349599213629
2023-04-30,-0.13226281671104423,-0.15576650865756492,-0.14985213760152383,-0.14985213760152372,-0.15256957037820962
2023-05-31,-0.13187207598588668,-0.13047978094011303,-0.1305987978089539,-0.13059879780895378,-0.13245633620779185
2023-06-30,-0.13187207598588657,-0.13047978094011303,-0.1305987978089539,-0.13059879780895367,-0.13245633620779185
2023-07-31,-0.09339567201327492,-0.11443355872834426,-0.10477134004005584,-0.10477134004005573,-0.10181811731397639
2023-08-31,-0.05897147407473069,-0.11443355872834426,-0.10477134004005562,-0.10477134004005573,-0.09651988207045359
2023-09-30,-0.0655726262184525,-0.11443355872834426,-0.10477134004005562,-0.10477134004005562,-0.0965198820704537
2023-10-31,-0.08611104904242184,-0.13633428180708185,-0.14472750371482124,-0.14472750371482124,-0.1383259924983653
2023-11-30,-0.08611104904242162,-0.13633428180708174,-0.14472750371482113,-0.14472750371482113,-0.1383259924983653
2023-12-31,-0.08611104904242173,-0.13633428180708174,-0.14472750371482124,-0.14472750371482124,-0.1383259924983653
2024-01-31,-0.08611104904242162,-0.13633428180708174,-0.14472750371482113,-0.14472750371482113,-0.1383259924983653
2024-02-29,-0.08611104904242173,-0.13633428180708185,-0.14472750371482113,-0.14472750371482113,-0.1383259924983654
2024-03-31,-0.08611104904242184,-0.13633428180708163,-0.14472750371482113,-0.14472750371482113,-0.1383259924983652
2024-04-30,-0.08611104904242162,-0.13633428180708163,-0.14472750371482113,-0.14472750371482113,-0.1383259924983653
2024-05-31,-0.08611104904242184,-0.13633428180708174,-0.14472750371482102,-0.14472750371482102,-0.1383259924983652
2024-06-30,-0.08611104904242184,-0.13633428180708185,-0.14472750371482135,-0.14472750371482135,-0.1383259924983652
2024-07-31,-0.0696282196712017,-0.0978582474743509,-0.10954616062883149,-0.10954616062883149,-0.10774664397473765
2024-08-31,-0.04161507173789891,-0.050620789084253826,-0.05664735278853017,-0.05664735278853017,-0.0553468472263734
2024-09-30,-0.041615071737899134,-0.046753885001636575,-0.05664735278853028,-0.05664735278853028,-0.055346847226373175
2024-10-31,-0.041615071737899134,-0.046753885001636464,-0.05664735278853039,-0.05664735278853039,-0.055346847226373286
2024-11-30,-0.04161507173789902,-0.046753885001636464,-0.05664735278853017,-0.05664735278853017,-0.0553468472263734
2024-12-31,-0.04161507173789902,-0.051818904595815285,-0.05664735278853028,-0.05664735278853028,-0.055410450248580156
2025-01-31,-0.04161507173789902,-0.051818904595815285,-0.05664735278853039,-0.05664735278853039,-0.055410450248580156
2025-02-28,-0.04161507173789902,-0.051818904595815174,-0.05664735278853028,-0.05664735278853028,-0.05541045024858027
2025-03-31,-0.07096723346243827,-0.051818904595815285,-0.06737411118336456,-0.06737411118336456,-0.07523623060401519
2025-04-30,-0.07805105567413384,-0.08822891530792742,-0.10384881056855477,-0.10384881056855477,-0.10661438357484809
2025-05-31,-0.07805105567413373,-0.08822891530792742,-0.10384881056855455,-0.10384881056855455,-0.10661438357484776
2025-06-30,-0.07805105567413384,-0.08822891530792765,-0.10384881056855466,-0.10384881056855466,-0.10661438357484798
