date,close
2000-01-03,80.22416687011719
2000-01-04,74.72069549560547
2000-01-05,72.81563568115234
2000-01-06,67.81487274169922
2000-01-07,76.20245361328125
2000-01-10,78.31915283203125
2000-01-11,74.5090103149414
2000-01-12,72.86856842041016
2000-01-13,77.26078033447266
2000-01-14,79.05996704101562
2000-01-18,79.48335266113281
2000-01-19,81.28257751464844
2000-01-20,80.4887466430664
2000-01-21,81.49425506591797
2000-01-24,77.57829284667969
2000-01-25,78.74250030517578
2000-01-26,75.5673828125
2000-01-27,76.6786880493164
2000-01-28,72.81563568115234
2000-01-31,75.93780517578125
2000-02-01,77.97513580322266
2000-02-02,78.63665771484375
2000-02-03,81.70591735839844
2000-02-04,82.26155853271484
2000-02-07,83.39930725097656
2000-02-08,86.89189147949219
2000-02-09,83.82262420654297
2000-02-10,86.57441711425781
2000-02-11,84.56350708007812
2000-02-14,84.45767974853516
2000-02-15,85.06619262695312
2000-02-16,84.66934967041016
2000-02-17,86.46856689453125
2000-02-18,83.34636688232422
2000-02-22,83.6109619140625
2000-02-23,88.26778411865234
2000-02-24,90.17282104492188
2000-02-25,88.10906219482422
2000-02-28,88.05610656738281
2000-02-29,90.38451385498047
2000-03-01,91.12540435791016
2000-03-02,89.01522827148438
2000-03-03,94.03587341308594
2000-03-06,94.77672576904297
2000-03-07,93.34794616699219
2000-03-08,94.19465637207031
2000-03-09,97.36975860595703
2000-03-10,96.94638061523438
2000-03-13,94.40635681152344
2000-03-14,90.91368103027344
2000-03-15,87.10363006591797
2000-03-16,92.07791900634766
2000-03-17,93.8242416381836
2000-03-20,91.17827606201172
2000-03-21,94.61799621582031
2000-03-22,96.5230712890625
2000-03-23,98.21647644042969
2000-03-24,99.5394058227539
2000-03-27,99.6981430053711
2000-03-28,97.1580581665039
2000-03-29,93.13624572753906
2000-03-30,90.807861328125
2000-03-31,92.71295166015625
2000-04-03,87.15653991699219
2000-04-04,86.30982208251953
2000-04-05,84.7751693725586
2000-04-06,86.78607177734375
2000-04-07,90.27872467041016
2000-04-10,84.7751693725586
2000-04-11,82.76426696777344
2000-04-12,77.89582824707031
2000-04-13,74.5090103149414
2000-04-14,68.052978515625
2000-04-17,75.88489532470703
2000-04-18,77.89582824707031
2000-04-19,75.51448822021484
2000-04-20,73.87397003173828
2000-04-24,71.75727844238281
2000-04-25,76.59933471679688
2000-04-26,73.97982025146484
2000-04-27,77.26078033447266
2000-04-28,80.22416687011719
2000-05-01,80.96508026123047
2000-05-02,76.3082275390625
2000-05-03,75.46156311035156
2000-05-04,75.62030792236328
2000-05-05,77.41952514648438
2000-05-08,74.4031753540039
2000-05-09,72.81563568115234
2000-05-10,67.5238037109375
2000-05-11,71.65144348144531
2000-05-12,71.65144348144531
2000-05-15,74.77361297607422
2000-05-16,76.89034271240234
2000-05-17,75.30280303955078
2000-05-18,72.60392761230469
2000-05-19,69.16427612304688
2000-05-22,69.11136627197266
2000-05-23,63.34326934814453
2000-05-24,67.31214141845703
2000-05-25,65.83042907714844
2000-05-26,65.83042907714844
2000-05-30,72.44524383544922
2000-05-31,70.38139343261719
2000-06-01,73.97982025146484
2000-06-02,79.27171325683594
2000-06-05,79.4701156616211
2000-06-06,77.26078033447266
2000-06-07,79.3246078491211
2000-06-08,78.95417785644531
2000-06-09,79.37750244140625
2000-06-12,76.83744812011719
2000-06-13,79.80084991455078
2000-06-14,78.00161743164062
2000-06-15,79.37750244140625
2000-06-16,79.80084991455078
2000-06-19,82.97594451904297
2000-06-20,82.65843200683594
2000-06-21,83.71683502197266
2000-06-22,80.64754486083984
2000-06-23,77.47245788574219
2000-06-26,79.58918762207031
2000-06-27,78.63665771484375
2000-06-28,79.58918762207031
2000-06-29,77.5915298461914
2000-06-30,79.11290740966797
2000-07-03,80.64754486083984
2000-07-05,77.52537536621094
2000-07-06,79.58918762207031
2000-07-07,81.22966003417969
2000-07-10,79.9992904663086
2000-07-11,80.43586730957031
2000-07-12,82.3409423828125
2000-07-13,83.39930725097656
2000-07-14,85.19852447509766
2000-07-17,86.15105438232422
2000-07-18,84.2459716796875
2000-07-19,82.3409423828125
2000-07-20,84.98686218261719
2000-07-21,82.12924194335938
2000-07-24,80.43586730957031
2000-07-25,81.07089233398438
2000-07-26,80.96508026123047
2000-07-27,77.78997039794922
2000-07-28,73.55651092529297
2000-07-31,75.72615051269531
2000-08-01,74.72069549560547
2000-08-02,73.39773559570312
2000-08-03,76.57280731201172
2000-08-04,76.3082275390625
2000-08-07,78.10746765136719
2000-08-08,79.69499969482422
2000-08-09,77.57829284667969
2000-08-10,76.04365539550781
2000-08-11,77.1020278930664
2000-08-14,78.74250030517578
2000-08-15,78.74250030517578
2000-08-16,79.5362777709961
2000-08-17,81.07089233398438
2000-08-18,80.64754486083984
2000-08-21,80.85923767089844
2000-08-22,80.85923767089844
2000-08-23,82.18220520019531
2000-08-24,83.4522476196289
2000-08-25,83.00239562988281
2000-08-28,83.39930725097656
2000-08-29,83.82262420654297
2000-08-30,83.71683502197266
2000-08-31,86.04518127441406
2000-09-01,86.89189147949219
2000-09-05,84.2459716796875
2000-09-06,81.28257751464844
2000-09-07,83.08177947998047
2000-09-08,80.54169464111328
2000-09-11,78.58373260498047
2000-09-12,77.36658477783203
2000-09-13,79.16583251953125
2000-09-14,78.74250030517578
2000-09-15,77.31368255615234
2000-09-18,76.0965576171875
2000-09-19,78.9012451171875
2000-09-20,80.11835479736328
2000-09-21,74.2973403930664
2000-09-22,78.68959045410156
2000-09-25,76.59933471679688
2000-09-26,75.72615051269531
2000-09-27,75.83196258544922
2000-09-28,77.52537536621094
2000-09-29,75.14404296875
2000-10-02,73.45064544677734
2000-10-03,71.12226104736328
2000-10-04,72.49815368652344
2000-10-05,72.70982360839844
2000-10-06,70.27557373046875
2000-10-09,69.95805358886719
2000-10-10,66.30668640136719
2000-10-11,65.24830627441406
2000-10-12,63.60786819458008
2000-10-13,68.7938461303711
2000-10-16,69.42884826660156
2000-10-17,66.25371551513672
2000-10-18,66.04206085205078
2000-10-19,72.02183532714844
2000-10-20,73.08023071289062
2000-10-23,72.97440338134766
2000-10-24,69.85218048095703
2000-10-25,65.9362564086914
2000-10-26,67.62966918945312
2000-10-27,67.49734497070312
2000-10-30,64.9969711303711
2000-10-31,69.17748260498047
2000-11-01,68.58216857910156
2000-11-02,69.42884826660156
2000-11-03,70.32850646972656
2000-11-06,69.79930877685547
2000-11-07,69.5346908569336
2000-11-08,64.09735870361328
2000-11-09,64.08409881591797
2000-11-10,60.750247955322266
2000-11-13,60.842830657958984
2000-11-14,64.21638488769531
2000-11-15,65.51289367675781
2000-11-16,61.70280075073242
2000-11-17,61.66307830810547
2000-11-20,59.149513244628906
2000-11-21,59.0568733215332
2000-11-22,56.41094207763672
2000-11-24,59.638973236083984
2000-11-27,58.89810562133789
2000-11-28,55.41873550415039
2000-11-29,53.28874206542969
2000-11-30,53.32845687866211
2000-12-01,54.188392639160156
2000-12-04,55.03508377075195
2000-12-05,59.85063934326172
2000-12-06,57.575164794921875
2000-12-07,56.305110931396484
2000-12-08,57.575164794921875
2000-12-11,62.972808837890625
2000-12-12,60.67087936401367
2000-12-13,58.196956634521484
2000-12-14,55.35258865356445
2000-12-15,54.08254623413086
2000-12-18,54.188392639160156
2000-12-19,50.060752868652344
2000-12-20,47.18993377685547
2000-12-21,47.467750549316406
2000-12-22,51.224945068359375
2000-12-26,51.54246139526367
2000-12-27,52.124568939208984
2000-12-28,52.01872634887695
2000-12-29,49.425743103027344
2001-01-02,45.24519729614258
2001-01-03,52.865421295166016
2001-01-04,51.91289520263672
2001-01-05,47.944000244140625
2001-01-08,48.47319030761719
2001-01-09,48.47319030761719
2001-01-10,50.96034622192383
2001-01-11,52.442081451416016
2001-01-12,53.11677932739258
2001-01-16,52.48176956176758
2001-01-17,54.08254623413086
2001-01-18,56.358036041259766
