,0
0,1000000.0
1,1000000.0
2,1000000.0
3,1000000.0
4,1000000.0
5,1000000.0
6,1000000.0
7,1000000.0
8,1000000.0
9,1000000.0
10,1000000.0
11,1000000.0
12,999991.4843259335
13,999989.754103489
14,999989.754103489
15,999989.754103489
16,999989.754103489
17,999989.754103489
18,999989.754103489
19,999989.754103489
20,999989.754103489
21,999989.754103489
22,999989.754103489
23,999989.754103489
24,999989.754103489
25,999989.754103489
26,999989.754103489
27,999989.754103489
28,999989.754103489
29,999989.754103489
30,999989.754103489
31,999989.754103489
32,999989.754103489
33,999989.754103489
34,999989.754103489
35,999989.754103489
36,999989.754103489
37,999989.754103489
38,999989.754103489
39,999989.754103489
40,999989.754103489
41,999989.754103489
42,999989.754103489
43,999989.754103489
44,999989.754103489
45,999989.754103489
46,999989.754103489
47,999989.754103489
48,999989.754103489
49,999989.754103489
50,999989.754103489
51,999989.754103489
52,999989.754103489
53,999989.754103489
54,999989.754103489
55,999989.754103489
56,999989.754103489
57,999989.754103489
58,999989.754103489
59,999989.754103489
60,999989.754103489
61,999989.754103489
62,999989.754103489
63,999989.754103489
64,999989.754103489
65,999989.754103489
66,999989.754103489
67,999989.754103489
68,999989.754103489
69,999989.754103489
70,999989.754103489
71,999989.754103489
72,999989.754103489
73,999989.754103489
74,999989.754103489
75,999989.754103489
76,999989.754103489
77,999989.754103489
78,999989.754103489
79,999989.754103489
80,999989.754103489
81,999989.754103489
82,999989.754103489
83,999989.754103489
84,999989.754103489
85,999989.754103489
86,999989.754103489
87,999989.754103489
88,999989.754103489
89,999989.754103489
90,999989.754103489
91,999989.754103489
92,999989.754103489
93,999989.754103489
94,999989.754103489
95,999989.754103489
96,999989.754103489
97,999989.754103489
98,999989.754103489
99,999989.754103489
100,999989.754103489
101,999989.754103489
102,999989.754103489
103,999989.754103489
104,999989.754103489
105,999989.754103489
106,999989.754103489
107,999989.754103489
108,999989.754103489
109,999989.754103489
110,999989.754103489
111,999989.754103489
112,999989.754103489
113,999989.754103489
114,999989.754103489
115,999989.754103489
116,999989.754103489
117,999989.754103489
118,999989.754103489
119,999989.754103489
120,999989.754103489
121,999989.754103489
122,999989.754103489
123,999989.754103489
124,999989.754103489
125,999989.754103489
126,999989.754103489
127,999989.754103489
128,999989.754103489
129,999989.754103489
130,999989.754103489
131,999989.754103489
132,999989.754103489
133,999989.754103489
134,999989.754103489
135,999989.754103489
136,999989.754103489
137,999989.754103489
138,999989.754103489
139,999989.754103489
140,999989.754103489
141,999989.754103489
142,999989.754103489
143,999989.754103489
144,999989.754103489
145,999989.754103489
146,999989.754103489
147,999989.754103489
148,999989.754103489
149,999989.754103489
150,999989.754103489
151,999989.754103489
152,999989.754103489
153,999989.754103489
154,999989.754103489
155,999989.754103489
156,999989.754103489
157,999989.754103489
158,999989.754103489
159,999989.754103489
160,999989.754103489
161,999989.754103489
162,999989.754103489
163,999989.754103489
164,999989.754103489
165,999989.754103489
166,999989.754103489
167,999989.754103489
168,999989.754103489
169,999989.754103489
170,999989.754103489
171,999989.754103489
172,999989.754103489
173,999989.754103489
174,999989.754103489
175,999989.754103489
176,999989.754103489
177,999989.754103489
178,999989.754103489
179,999989.754103489
180,999989.754103489
181,999989.754103489
182,999989.754103489
183,999989.754103489
184,999989.754103489
185,999989.754103489
186,999989.754103489
187,999989.754103489
188,999989.754103489
189,999989.754103489
190,999989.754103489
191,999989.754103489
192,999989.754103489
193,999989.754103489
194,999989.754103489
195,999989.754103489
196,999989.754103489
197,999989.754103489
198,999989.754103489
199,999989.754103489
200,999989.754103489
201,999989.754103489
202,999989.754103489
203,999989.754103489
204,999989.754103489
205,999989.754103489
206,999989.754103489
207,999989.754103489
208,999989.754103489
209,999989.754103489
210,999989.754103489
211,999989.754103489
212,999989.754103489
213,999989.754103489
214,999989.754103489
215,999989.754103489
216,999989.754103489
217,999989.754103489
218,999989.754103489
219,999989.754103489
220,999989.754103489
221,999989.754103489
222,999989.754103489
223,999989.754103489
224,999989.754103489
225,999989.754103489
226,999989.754103489
227,999989.754103489
228,999989.754103489
229,999989.754103489
230,999989.754103489
231,999989.754103489
232,999989.754103489
233,999989.754103489
234,999989.754103489
235,999989.754103489
236,999989.754103489
237,999989.754103489
238,999989.754103489
239,999989.754103489
240,999989.754103489
241,999989.754103489
242,999989.754103489
243,999989.754103489
244,999989.754103489
245,999989.754103489
246,999989.754103489
247,999989.754103489
248,999989.754103489
249,999989.754103489
250,999989.754103489
251,999989.754103489
252,999989.754103489
253,999989.754103489
254,999989.754103489
255,999989.754103489
256,999989.754103489
257,999989.754103489
258,999989.754103489
259,999989.754103489
260,999989.754103489
261,999989.754103489
262,999989.754103489
263,999989.754103489
264,999989.754103489
265,999989.754103489
266,999989.754103489
267,999989.754103489
268,999989.754103489
269,999989.754103489
270,999989.754103489
271,999989.754103489
272,999989.754103489
273,999989.754103489
274,999989.754103489
275,999989.754103489
276,999989.754103489
277,999989.754103489
278,999989.754103489
279,999989.754103489
280,999989.754103489
281,999989.754103489
282,999989.754103489
283,999989.754103489
284,999989.754103489
285,999989.754103489
286,999989.754103489
287,999989.754103489
288,999989.754103489
289,999989.754103489
290,999989.754103489
291,999989.754103489
292,999989.754103489
293,999989.754103489
294,999989.754103489
295,999989.754103489
296,999989.754103489
297,999989.754103489
298,999989.754103489
299,999989.754103489
300,999989.754103489
301,999989.754103489
302,999989.754103489
303,999989.754103489
304,999989.754103489
305,999989.754103489
306,999989.754103489
307,999989.754103489
308,999989.754103489
309,999989.754103489
310,999989.754103489
311,999989.754103489
312,999989.754103489
313,999989.754103489
314,999989.754103489
315,999989.754103489
316,999989.754103489
317,999989.754103489
318,999989.754103489
319,999989.754103489
320,999989.754103489
321,999989.754103489
322,999989.754103489
323,999989.754103489
324,999989.754103489
325,999989.754103489
326,999989.754103489
327,999989.754103489
328,999989.754103489
329,999989.754103489
330,999989.754103489
331,999989.754103489
332,999989.754103489
333,999989.754103489
334,999989.754103489
335,999989.754103489
336,999989.754103489
337,999989.754103489
338,999989.754103489
339,999989.754103489
340,999989.754103489
341,999989.754103489
342,999989.754103489
343,999989.754103489
344,999989.754103489
345,999989.754103489
346,999989.754103489
347,999989.754103489
348,999989.754103489
349,999989.754103489
350,999989.754103489
351,999989.754103489
352,999989.754103489
353,999989.754103489
354,999989.754103489
355,999989.754103489
356,999989.754103489
357,999989.754103489
358,999989.754103489
359,999989.754103489
360,999989.754103489
361,999989.754103489
362,999989.754103489
363,999989.754103489
364,999989.754103489
365,999989.754103489
366,999989.754103489
367,999989.754103489
368,999989.754103489
369,999989.754103489
370,999989.754103489
371,999989.754103489
372,999989.754103489
373,999989.754103489
374,999989.754103489
375,999989.754103489
376,999989.754103489
377,999989.754103489
378,999989.754103489
379,999989.754103489
380,999989.754103489
381,999989.754103489
382,999989.754103489
383,999989.754103489
384,999989.754103489
385,999989.754103489
386,999989.754103489
387,999989.754103489
388,999989.754103489
389,999989.754103489
390,999989.754103489
391,999989.754103489
392,999989.754103489
393,999989.754103489
394,999989.754103489
395,999989.754103489
396,999989.754103489
397,999989.754103489
398,999989.754103489
399,999989.754103489
400,999989.754103489
401,999989.754103489
402,999989.754103489
403,999989.754103489
404,999989.754103489
