,SPX,MeanVar,MinVar,Equal,DRL
2018-03-31,,,,,
2018-04-30,,,,,
2018-05-31,,,,,
2018-06-30,,,,,
2018-07-31,,,,,
2018-08-31,,,,,
2018-09-30,,,,,
2018-10-31,,,,,
2018-11-30,,,,,
2018-12-31,,,,,
2019-01-31,,,,,
2019-02-28,0.2736186586908866,0.6059807175471597,0.36379058727980423,0.36379058727980773,1.0096430792297881
2019-03-31,1.6196606661840542,0.42530488767548486,0.287544032643702,0.2875440326437064,0.3005557299891306
2019-04-30,2.5639893103682305,0.5953627968504249,0.4525806013990384,0.45258060139904144,0.4798109430577338
2019-05-31,0.3006437332645532,-0.17301248483104983,-0.27511497259509093,-0.27511497259508866,-0.35630961591346516
2019-06-30,1.9097732273415755,0.26687675222844864,0.10351762491295592,0.1035176249129579,0.15434986835568787
2019-07-31,1.334960343342694,0.034946784683019025,-0.05799858739353464,-0.05799858739353254,0.026264984192454606
2019-08-31,0.051770300272686684,-0.44722908058454525,-0.4873937328283128,-0.48739373282831006,-0.5911724497615515
2019-09-30,0.19037475546920593,-0.04391719582420331,-0.16654058730961802,-0.1665405873096152,-0.1849864198387351
2019-10-31,1.017359986214772,0.7161803865159974,0.5655454122877436,0.565545412287744,0.4780646511518583
2019-11-30,1.1705067351417395,0.8273333644287699,0.7261523408182113,0.7261523408182116,0.6627107693265021
2019-12-31,2.955270073961975,2.185420724570814,2.2004796180610677,2.200479618061064,1.9364000460546764
2020-01-31,1.7379653389464926,1.0694319883861578,0.936633571371787,0.9366335713717873,0.8516331695394478
2020-02-29,0.42792203006798457,0.14102582611711334,-0.18466546365100406,-0.18466546365100267,-0.29753893234298695
2020-03-31,-0.600596306517702,-0.8152840878023612,-1.015910157695457,-1.0159101576954574,-1.0933167440559937
2020-04-30,-0.0359630286998101,-0.2592384400137608,-0.46104030127004686,-0.4610403012700473,-0.45596526261781933
2020-05-31,0.6103930216161307,0.3509091227377855,0.16818879560462136,0.16818879560462094,0.15343317165786619
2020-06-30,0.3179297285896759,0.20936565926754144,0.028612323847697504,0.028612323847697085,-0.010507357088507321
2020-07-31,0.5608102594296002,0.36140559255486876,0.17776255709142333,0.1777625570914229,0.1124187086313297
2020-08-31,1.0403414250274852,0.8804375961092454,0.6462050376709417,0.6462050376709414,0.6073797926273282
2020-09-30,0.7993885722261641,0.5796292620464211,0.37578301936937575,0.37578191339169115,0.2989732136688962
2020-10-31,0.5305756637251079,0.5316190386234343,0.3163542730718161,0.31635312789918746,0.27283846949473906
2020-11-30,1.0146113238835843,1.1420327653823379,0.8380001976934297,0.8380067786113541,0.7935634727942795
2020-12-31,1.0707976759792026,1.1095803036352385,0.877765543474253,0.8777724787544765,0.8711707058521497
2021-01-31,1.062246178675195,1.2934331860925072,1.0348502340466874,1.0348579938756899,1.0399005702643853
2021-02-28,1.72497826460065,1.645339729995728,1.34748514745783,1.3474930060692554,1.367777297133603
2021-03-31,10.789091995702744,,,,
2021-04-30,8.925529351753644,,,,
2021-05-31,7.928991176721275,,,,
2021-06-30,8.024790592225937,,,,
2021-07-31,7.214613506128452,,8.752172285642187,8.752096538677973,
2021-08-31,6.18604915557544,,7.576577917028694,7.57651613110878,
2021-09-30,4.626045405193034,,7.0500628361484985,7.050095621373581,
2021-10-31,5.316699923897422,,7.852082555286053,7.852115256336466,
2021-11-30,3.547428424324211,98.03432641750001,5.036613101059569,5.036614656365241,30.99105182611629
2021-12-31,3.6522820608644,103.64565259858526,5.01246268680861,5.012462686808614,31.014247068416903
2022-01-31,2.694439059883241,7.584416045379491,3.0718390331663974,3.071839033166401,9.053582539013222
2022-02-28,2.1276869990398404,5.34480208454022,2.1281554505986566,2.1281554505986597,6.389567405648962
2022-03-31,2.0162048914684623,4.210524907390477,1.8359217094025118,1.8359217094025118,5.527043267995868
2022-04-30,-0.21836456015042988,-0.39120836478855864,-0.0535396206367518,-0.0535396206367518,0.20901773212752975
2022-05-31,-0.24845391626065244,-0.44986659416927915,-0.41850912292186865,-0.41850912292186865,-0.21942380548273874
2022-06-30,-1.20101780973152,-1.3627555805800171,-1.2888636039810748,-1.2888636039810748,-1.1783633198287065
2022-07-31,-0.5761367766889294,-0.6598507119465763,-0.5476318184083798,-0.5476318184083798,-0.4083933674087977
2022-08-31,-1.3135053052440155,-1.156663253379226,-1.0278818962956924,-1.0278818962956924,-0.8788321475966825
2022-09-30,-1.540864252065333,-1.530193636304927,-1.4314219520765654,-1.4314219520765654,-1.289477457968147
2022-10-31,-1.4492495982767637,-1.1486067853949256,-1.008507709023036,-1.0085077090230359,-0.8172932870071768
2022-11-30,-0.9712857555146373,-0.24987688933103122,-0.15940085389062358,-0.15940085389062278,-0.05581087693669097
2022-12-31,-2.028205885180279,-1.0410072553537395,-1.1349055854222045,-1.134905585422206,-1.0178608854687385
2023-01-31,-0.8655563481968518,0.025845488284169615,0.18593523221045094,0.18593523221045016,0.19285503216187663
2023-02-28,-0.8019080942406744,-0.27507521175129357,-0.15351965352484895,-0.15351965352484995,-0.09865526762362893
2023-03-31,-0.8083038629603235,-0.7668351892283332,-0.6530626161756993,-0.6530626161756987,-0.5684989081124509
2023-04-30,0.1019543700775686,-0.3321666590828989,-0.095873643965311,-0.09587364396531022,-0.04707774782120704
2023-05-31,0.15920882384102195,-0.6384270053381071,-0.40014826862755637,-0.40014826862755465,-0.3588881524867579
2023-06-30,1.8828169598744737,1.4242899330453636,1.4399150929905855,1.4399150929905897,1.4759807612695104
