,0
0,1060116.8141441005
1,1060042.7563039286
2,1047085.2349855632
3,1050664.0018005462
4,1050007.811924919
5,1060104.3901513
6,1070934.549101288
7,1074002.1956558023
8,1070307.6689822767
9,1078103.3395985104
10,1082990.4305127016
11,1089454.2251484673
12,1084624.2890265821
13,1090208.7563150574
14,1088319.4733766862
15,1091256.6739474689
16,1099097.5356508186
17,1087863.680852715
18,1084022.663543001
19,1090135.801119888
20,1080252.8534510564
21,1075413.020175752
22,1074849.783912355
23,1076944.4016915765
24,1077118.8061659837
25,1090857.8836299952
26,1077825.3557637671
27,1080432.1289053918
28,1069692.9113719743
29,1081186.3305594584
30,1075380.4529841251
31,1076995.5241906005
32,1073114.4941913958
33,1077698.1431963176
34,1075862.1733207314
35,1086240.0790791048
36,1096769.8830191717
37,1093545.9163560788
38,1098544.1979698327
39,1094359.8465352205
40,1094418.1074598935
41,1097981.021413212
42,1096490.8514915255
43,1103807.9949031249
44,1108760.481325401
45,1115095.8991449922
46,1114176.1771143083
47,1108713.2433144168
48,1103985.7099706065
49,1101286.509959136
50,1097896.6390379376
51,1108099.7096365434
52,1103729.8484407514
53,1109259.4326086128
54,1112966.567777671
55,1110530.258501624
56,1123115.8138968484
57,1089888.5054568443
58,1079885.8275008567
59,1095511.735554553
60,1114006.2139657794
61,1127177.1602284305
62,1128422.1100931752
